t,gyro_z,RF_rpm,RF_cur,FL_rpm,FL_cur,RR_rpm,RR_cur,RL_rpm,RL_cur
1.78,0.2335,28,14.2109375,100,12.859375,34,14.0390625,91,14.71875
1.7847,0.2503,28,14.2109375,100,12.859375,34,14.0390625,91,14.71875
1.7888,0.2503,28,14.2109375,100,12.859375,34,14.0390625,91,14.71875
1.7923,0.2503,38,14.4375,100,12.859375,33,14.34375,91,14.71875
1.7949,0.2483,38,14.4375,100,12.859375,33,14.34375,91,14.71875
1.8011,0.2483,38,14.4375,99,12.9609375,34,13.609375,102,13.09375
1.8045,0.3008,38,14.4375,99,12.9609375,34,13.609375,102,13.09375
1.8068,0.3008,38,14.4375,99,12.9609375,34,13.609375,102,13.09375
1.8119,0.3008,-4,8.8125,99,12.9609375,34,13.609375,102,13.09375
1.8151,0.2542,-4,8.8125,99,12.9609375,34,13.609375,102,13.09375
1.8205,0.2542,-4,8.8125,103,13.078125,34,13.609375,100,11.9453125
1.8232,0.3024,-4,8.8125,103,13.078125,34,13.609375,100,11.9453125
1.8264,0.3024,-4,8.8125,103,13.078125,34,13.609375,100,11.9453125
1.8317,0.3024,12,13.5703125,103,13.078125,33,13.96875,100,11.9453125
1.8344,0.3488,12,13.5703125,103,13.078125,33,13.96875,100,11.9453125
1.8395,0.3488,12,13.5703125,103,12.53125,33,13.96875,100,11.9453125
1.844,0.2996,12,13.5703125,103,12.53125,33,13.96875,100,11.9453125
1.847,0.2996,12,13.5703125,103,12.53125,33,13.96875,100,11.9453125
1.8529,0.2996,6,11.078125,103,12.53125,-4,10.828125,104,12.5078125
1.8542,0.254,6,11.078125,103,12.53125,-4,10.828125,104,12.5078125
1.8605,0.254,6,11.078125,102,12.3515625,-4,10.828125,101,15.2421875
1.864,0.235,6,11.078125,102,12.3515625,-4,10.828125,101,15.2421875
1.8663,0.235,6,11.078125,102,12.3515625,-4,10.828125,101,15.2421875
1.8719,0.235,8,12.8671875,102,12.3515625,4,12.75,101,15.2421875
1.8743,0.2611,8,12.8671875,102,12.3515625,4,12.75,101,15.2421875
1.8807,0.2611,8,12.8671875,107,12.6953125,4,12.75,101,15.2421875
1.8836,0.281,8,12.8671875,107,12.6953125,4,12.75,101,15.2421875
1.8876,0.281,8,12.8671875,107,12.6953125,4,12.75,101,15.2421875
1.8915,0.281,17,13.6640625,107,12.6953125,14,13.4921875,107,13.4453125
1.8946,0.2086,17,13.6640625,107,12.6953125,14,13.4921875,107,13.4453125
1.899,0.2086,17,13.6640625,104,11.1796875,14,13.4921875,101,11.7578125
1.9034,0.214,17,13.6640625,104,11.1796875,14,13.4921875,101,11.7578125
1.9067,0.214,17,13.6640625,104,11.1796875,14,13.4921875,101,11.7578125
1.9112,0.214,35,16.03125,104,11.1796875,11,13.796875,101,11.7578125
1.9166,0.24,35,16.03125,104,11.1796875,11,13.796875,101,11.7578125
1.9202,0.24,35,16.03125,101,13.90625,11,13.796875,101,11.7578125
1.9243,0.1861,35,16.03125,101,13.90625,11,13.796875,101,11.7578125
1.9274,0.1861,35,16.03125,101,13.90625,11,13.796875,101,11.7578125
1.9312,0.1861,35,15.6796875,101,13.90625,-10,12.078125,98,14.5625
1.9353,0.1895,35,15.6796875,101,13.90625,-10,12.078125,98,14.5625
1.9399,0.1895,35,15.6796875,105,13.28125,-10,12.078125,98,14.5625
1.9424,0.2417,35,15.6796875,105,13.28125,-10,12.078125,98,14.5625
1.9457,0.2417,35,15.6796875,105,13.28125,-10,12.078125,98,14.5625
1.9517,0.2417,2,12.9296875,105,13.28125,8,13.84375,96,14.90625
1.9546,0.2344,2,12.9296875,105,13.28125,8,13.84375,96,14.90625
1.9602,0.2344,2,12.9296875,108,11.265625,8,13.84375,96,14.90625
1.9625,0.2745,2,12.9296875,108,11.265625,8,13.84375,96,14.90625
1.9658,0.2745,2,12.9296875,108,11.265625,8,13.84375,96,14.90625
1.9726,0.2745,16,14.6875,108,11.265625,6,13.453125,98,12.984375
1.9734,0.2751,16,14.6875,108,11.265625,6,13.453125,98,12.984375
1.9797,0.2751,16,14.6875,104,11.2421875,6,13.453125,98,12.984375
1.9824,0.2389,16,14.6875,104,11.2421875,6,13.453125,98,12.984375
1.986,0.2389,16,14.6875,104,11.2421875,6,13.453125,98,12.984375
1.9905,0.2389,0,11.5703125,104,11.2421875,3,12.4140625,95,13.703125
1.9943,0.2772,0,11.5703125,104,11.2421875,3,12.4140625,95,13.703125
1.9999,0.2772,0,11.5703125,105,13.546875,3,12.4140625,95,13.703125
2.0071,0.2924,0,11.5703125,105,13.546875,3,12.4140625,95,13.703125
2.0074,0.2924,0,11.5703125,105,13.546875,3,12.4140625,95,13.703125
2.013,0.2924,0,13.0546875,105,13.546875,1,13.25,98,14.890625
2.0159,0.2482,0,13.0546875,105,13.546875,1,13.25,98,14.890625
2.0232,0.2482,0,13.0546875,105,11.859375,1,13.25,98,14.890625
2.0243,0.273,0,13.0546875,105,11.859375,1,13.25,98,14.890625
2.0271,0.273,0,13.0546875,105,11.859375,1,13.25,98,14.890625
2.0321,0.273,0,13.0546875,105,11.859375,0,12.7421875,93,14.2890625
2.0376,0.2794,0,13.0546875,105,11.859375,0,12.7421875,93,14.2890625
2.0415,0.2794,0,12.59375,108,10.8125,0,12.7421875,93,14.2890625
2.0459,0.2794,0,12.59375,108,10.8125,0,12.7421875,93,14.2890625
2.0476,0.2595,0,12.59375,108,10.8125,0,12.7421875,93,14.2890625
2.0537,0.2595,0,12.59375,108,10.8125,0,12.8046875,97,12.7734375
2.057,0.3174,0,12.59375,108,10.8125,0,12.8046875,97,12.7734375
2.0613,0.3174,0,12.8671875,107,13.46875,0,12.8046875,97,12.7734375
2.0639,0.3112,0,12.8671875,107,13.46875,0,12.8046875,97,12.7734375
2.0658,0.3112,0,12.8671875,107,13.46875,0,12.8046875,97,12.7734375
2.0725,0.3112,11,13.9375,107,13.46875,0,12.78125,103,13.8984375
2.0753,0.3416,11,13.9375,107,13.46875,0,12.78125,103,13.8984375
2.0793,0.3416,11,13.9375,108,13.375,0,12.78125,103,13.8984375
2.085,0.3454,11,13.9375,108,13.375,0,12.78125,103,13.8984375
2.0876,0.3454,11,13.9375,108,13.375,0,12.78125,103,13.8984375
2.0935,0.3454,11,13.9375,108,13.375,0,12.46875,110,14.0546875
2.0945,0.282,11,13.9375,108,13.375,0,12.46875,110,14.0546875
2.1006,0.282,14,13.21875,106,10.2578125,0,12.46875,110,14.0546875
2.1052,0.282,14,13.21875,106,10.2578125,0,12.46875,110,14.0546875
2.1055,0.2692,14,13.21875,106,10.2578125,0,12.46875,110,14.0546875
2.1083,0.2692,14,13.21875,106,10.2578125,0,12.46875,110,14.0546875
2.1132,0.2692,14,13.21875,106,10.2578125,0,12.2890625,104,12.1328125
2.117,0.3017,14,13.21875,106,10.2578125,0,12.2890625,104,12.1328125
2.1216,0.3017,0,12.4296875,106,13.6015625,0,12.2890625,104,12.1328125
2.1242,0.2481,0,12.4296875,106,13.6015625,0,12.2890625,104,12.1328125
2.1271,0.2481,0,12.4296875,106,13.6015625,0,12.2890625,104,12.1328125
2.1324,0.2481,0,12.4296875,106,13.6015625,0,12.6171875,106,14.0859375
2.1375,0.2598,0,12.4296875,106,13.6015625,0,12.6171875,106,14.0859375
2.1401,0.2598,15,14.0234375,107,14.1328125,0,12.6171875,106,14.0859375
2.1451,0.2728,15,14.0234375,107,14.1328125,0,12.6171875,106,14.0859375
2.1478,0.2728,15,14.0234375,107,14.1328125,0,12.6171875,106,14.0859375
2.1533,0.2728,15,14.0234375,107,14.1328125,0,14.0,99,15.609375
